annee,departement,age_min,age_max,population
2021,38,65,69,68862
2021,38,70,74,63493
2021,38,75,79,49596
2021,38,80,84,32809
2021,38,85,89,22800
2021,38,90,94,11789
2021,38,95,120,3889
2021,39,0,4,11467
2021,39,5,9,13954
2021,39,10,14,15592
2021,39,15,19,14597
2021,39,20,24,12491
2021,39,25,29,11538
2021,39,30,34,13003
2021,39,35,39,14201
2021,39,40,44,15543
2021,39,45,49,15505
2021,39,50,54,17899
2021,39,55,59,18373
2021,39,60,64,17534
2021,39,65,69,16938
2021,39,70,74,16542
2021,39,75,79,12580
2021,39,80,84,8443
2021,39,85,89,6148
2021,39,90,94,3387
2021,39,95,120,1079
2021,40,0,4,18109
2021,40,5,9,21460
2021,40,10,14,25028
2021,40,15,19,22583
2021,40,20,24,18628
2021,40,25,29,16758
2021,40,30,34,20508
2021,40,35,39,23803
2021,40,40,44,26663
2021,40,45,49,27567
2021,40,50,54,30301
2021,40,55,59,30935
2021,40,60,64,30517
2021,40,65,69,30673
2021,40,70,74,30505
2021,40,75,79,22229
2021,40,80,84,14099
2021,40,85,89,10953
2021,40,90,94,5543
2021,40,95,120,1807
2021,41,0,4,14941
2021,41,5,9,17924
2021,41,10,14,20154
2021,41,15,19,19020
2021,41,20,24,14611
2021,41,25,29,13684
2021,41,30,34,16346
2021,41,35,39,17575
2021,41,40,44,18762
2021,41,45,49,19808
2021,41,50,54,22366
2021,41,55,59,22915
2021,41,60,64,22657
2021,41,65,69,22045
2021,41,70,74,21941
2021,41,75,79,16241
2021,41,80,84,10627
2021,41,85,89,8845
2021,41,90,94,4640
2021,41,95,120,1363
2021,42,0,4,39841
2021,42,5,9,46022
2021,42,10,14,49787
2021,42,15,19,48844
2021,42,20,24,45931
2021,42,25,29,39242
2021,42,30,34,40701
2021,42,35,39,44047
2021,42,40,44,46303
2021,42,45,49,45627
2021,42,50,54,49814
2021,42,55,59,48984
2021,42,60,64,46658
2021,42,65,69,45646
2021,42,70,74,44816
2021,42,75,79,35346
2021,42,80,84,22956
2021,42,85,89,18605
2021,42,90,94,9678
2021,42,95,120,3494
2021,43,0,4,10048
2021,43,5,9,12113
2021,43,10,14,13552
2021,43,15,19,13222
2021,43,20,24,10811
2021,43,25,29,9545
2021,43,30,34,11054
2021,43,35,39,12057
2021,43,40,44,13079
2021,43,45,49,14198
2021,43,50,54,16009
2021,43,55,59,16265
2021,43,60,64,16070
2021,43,65,69,16020
2021,43,70,74,15107
2021,43,75,79,11005
2021,43,80,84,7237
2021,43,85,89,5565
2021,43,90,94,3002
2021,43,95,120,919
2021,44,0,4,80661
2021,44,5,9,90324
2021,44,10,14,98134
2021,44,15,19,96989
2021,44,20,24,92877
2021,44,25,29,86211
2021,44,30,34,94001
2021,44,35,39,97400
2021,44,40,44,100574
2021,44,45,49,95558
2021,44,50,54,98230
2021,44,55,59,90365
2021,44,60,64,85056
2021,44,65,69,79104
2021,44,70,74,76686
2021,44,75,79,54670
2021,44,80,84,34784
2021,44,85,89,27180
2021,44,90,94,13838
2021,44,95,120,4671
2021,45,0,4,37439
2021,45,5,9,41888
2021,45,10,14,46152
2021,45,15,19,44551
2021,45,20,24,38602
2021,45,25,29,35677
2021,45,30,34,39468
2021,45,35,39,41687
2021,45,40,44,42460
2021,45,45,49,42230
2021,45,50,54,45482
2021,45,55,59,43391
2021,45,60,64,41014
2021,45,65,69,39062
2021,45,70,74,37986
2021,45,75,79,27973
2021,45,80,84,17922
2021,45,85,89,13853
2021,45,90,94,7522
2021,45,95,120,2256
2021,46,0,4,6777
2021,46,5,9,7830
2021,46,10,14,9145
2021,46,15,19,8539
2021,46,20,24,6555
2021,46,25,29,6336
2021,46,30,34,8039
2021,46,35,39,8505
2021,46,40,44,9319
2021,46,45,49,10133
2021,46,50,54,11707
2021,46,55,59,13054
2021,46,60,64,14097
2021,46,65,69,14576
2021,46,70,74,14255
2021,46,75,79,10678
2021,46,80,84,6910
2021,46,85,89,5299
2021,46,90,94,2742
2021,46,95,120,812
2021,47,0,4,14454
2021,47,5,9,16960
2021,47,10,14,19265
2021,47,15,19,18243
2021,47,20,24,15329
2021,47,25,29,13904
2021,47,30,34,15557
2021,47,35,39,17467
2021,47,40,44,18566
2021,47,45,49,18856
2021,47,50,54,21797
2021,47,55,59,23261
2021,47,60,64,23422
2021,47,65,69,22829
2021,47,70,74,22816
2021,47,75,79,17689
2021,47,80,84,12096
2021,47,85,89,9293
2021,47,90,94,4994
2021,47,95,120,1511
2021,48,0,4,3165
2021,48,5,9,3919
2021,48,10,14,4368
2021,48,15,19,4381
2021,48,20,24,3495
2021,48,25,29,3476
2021,48,30,34,3636
2021,48,35,39,4182
2021,48,40,44,4434
2021,48,45,49,4526
2021,48,50,54,5560
2021,48,55,59,5523
2021,48,60,64,5596
2021,48,65,69,5435
2021,48,70,74,5465
2021,48,75,79,3782
2021,48,80,84,2433
2021,48,85,89,1961
2021,48,90,94,999
2021,48,95,120,312
2021,49,0,4,40863
2021,49,5,9,48813
2021,49,10,14,55091
2021,49,15,19,59109
2021,49,20,24,52378
2021,49,25,29,44199
2021,49,30,34,44748
2021,49,35,39,47913
2021,49,40,44,51630
2021,49,45,49,50230
2021,49,50,54,52782
2021,49,55,59,51340
2021,49,60,64,50178
2021,49,65,69,47446
2021,49,70,74,45438
2021,49,75,79,32542
2021,49,80,84,22241
2021,49,85,89,18123
2021,49,90,94,9964
2021,49,95,120,3241
2021,50,0,4,22122
2021,50,5,9,26001
2021,50,10,14,29477
2021,50,15,19,27256
2021,50,20,24,22572
2021,50,25,29,22042
2021,50,30,34,25495
2021,50,35,39,27369
2021,50,40,44,28366
2021,50,45,49,28542
2021,50,50,54,32530
2021,50,55,59,35064
2021,50,60,64,36187
2021,50,65,69,34696
2021,50,70,74,33520
2021,50,75,79,24046
2021,50,80,84,15645
2021,50,85,89,13174
2021,50,90,94,6692
2021,50,95,120,1846
2021,51,0,4,28911
2021,51,5,9,32512
2021,51,10,14,35178
2021,51,15,19,36909
2021,51,20,24,36995
2021,51,25,29,33048
2021,51,30,34,33327
2021,51,35,39,34248
2021,51,40,44,34189
2021,51,45,49,33836
2021,51,50,54,37198
2021,51,55,59,35799
2021,51,60,64,34335
2021,51,65,69,32064
2021,51,70,74,31991
2021,51,75,79,22332
2021,51,80,84,13955
2021,51,85,89,10453
2021,51,90,94,5171
2021,51,95,120,1657
2021,52,0,4,7021
2021,52,5,9,8575
2021,52,10,14,9390
2021,52,15,19,9020
2021,52,20,24,8313
2021,52,25,29,7852
2021,52,30,34,9191
2021,52,35,39,8909
2021,52,40,44,9301
2021,52,45,49,9550
2021,52,50,54,11105
2021,52,55,59,12028
2021,52,60,64,12297
2021,52,65,69,12069
2021,52,70,74,11628
2021,52,75,79,8381
2021,52,80,84,5635
2021,52,85,89,4270
2021,52,90,94,2280
2021,52,95,120,729
2021,53,0,4,15456
2021,53,5,9,18029
2021,53,10,14,20563
2021,53,15,19,19631
2021,53,20,24,16326
2021,53,25,29,14269
2021,53,30,34,15516
2021,53,35,39,16781
2021,53,40,44,18465
2021,53,45,49,18748
2021,53,50,54,20655
2021,53,55,59,20282
2021,53,60,64,19705
2021,53,65,69,18429
2021,53,70,74,17953
2021,53,75,79,12818
2021,53,80,84,8770
2021,53,85,89,7663
2021,53,90,94,4010
2021,53,95,120,1383
2021,54,0,4,33730
2021,54,5,9,40250
2021,54,10,14,43788
2021,54,15,19,48655
2021,54,20,24,51045
2021,54,25,29,43954
2021,54,30,34,44214
2021,54,35,39,45040
2021,54,40,44,45901
2021,54,45,49,43419
2021,54,50,54,46918
2021,54,55,59,45827
2021,54,60,64,45374
2021,54,65,69,42370
2021,54,70,74,38823
2021,54,75,79,27390
2021,54,80,84,18692
2021,54,85,89,14498
2021,54,90,94,7577
2021,54,95,120,2012
2021,55,0,4,7591
2021,55,5,9,9705
2021,55,10,14,10818
2021,55,15,19,10202
2021,55,20,24,8911
2021,55,25,29,7939
2021,55,30,34,9492
2021,55,35,39,10282
2021,55,40,44,10400
2021,55,45,49,10818
2021,55,50,54,11843
2021,55,55,59,12502
2021,55,60,64,12702
2021,55,65,69,12853
2021,55,70,74,11860
2021,55,75,79,7992
2021,55,80,84,5110
2021,55,85,89,4149
2021,55,90,94,2182
2021,55,95,120,659
2021,56,0,4,34036
2021,56,5,9,41138
2021,56,10,14,46843
2021,56,15,19,44934
2021,56,20,24,36948
2021,56,25,29,32147
2021,56,30,34,36491
2021,56,35,39,42497
2021,56,40,44,46390
2021,56,45,49,47500
2021,56,50,54,53062
2021,56,55,59,53175
2021,56,60,64,56575
2021,56,65,69,55472
2021,56,70,74,54247
2021,56,75,79,39474
2021,56,80,84,24840
2021,56,85,89,19740
2021,56,90,94,9309
2021,56,95,120,2565
2021,57,0,4,49641
2021,57,5,9,58814
2021,57,10,14,61784
2021,57,15,19,60328
2021,57,20,24,56911
2021,57,25,29,56236
2021,57,30,34,63792
2021,57,35,39,68070
2021,57,40,44,68255
2021,57,45,49,64018
2021,57,50,54,70682
2021,57,55,59,74511
2021,57,60,64,72608
2021,57,65,69,66714
2021,57,70,74,58110
2021,57,75,79,37451
2021,57,80,84,29406
2021,57,85,89,20952
2021,57,90,94,10415
2021,57,95,120,2758
2021,58,0,4,7627
2021,58,5,9,9068
2021,58,10,14,10244
2021,58,15,19,10485
2021,58,20,24,8728
2021,58,25,29,7726
2021,58,30,34,8665
2021,58,35,39,9495
2021,58,40,44,10464
2021,58,45,49,11260
2021,58,50,54,12688
2021,58,55,59,14136
2021,58,60,64,15043
2021,58,65,69,16036
2021,58,70,74,15910
2021,58,75,79,11620
2021,58,80,84,7988
2021,58,85,89,6304
2021,58,90,94,3258
2021,58,95,120,1112
2021,59,0,4,142524
2021,59,5,9,164517
2021,59,10,14,175603
2021,59,15,19,180529
2021,59,20,24,177455
2021,59,25,29,158730
2021,59,30,34,161529
2021,59,35,39,166187
2021,59,40,44,167405
2021,59,45,49,160387
2021,59,50,54,164181
2021,59,55,59,157435
2021,59,60,64,149083
2021,59,65,69,138395
2021,59,70,74,128168
2021,59,75,79,90173
2021,59,80,84,53548
2021,59,85,89,42045
2021,59,90,94,21929
2021,59,95,120,6823
2021,60,0,4,46864
2021,60,5,9,55304
2021,60,10,14,58758
2021,60,15,19,54548
2021,60,20,24,47002
2021,60,25,29,42701
2021,60,30,34,50180
2021,60,35,39,53544
2021,60,40,44,54991
2021,60,45,49,54597
2021,60,50,54,57112
2021,60,55,59,54968
2021,60,60,64,49983
2021,60,65,69,44924
2021,60,70,74,41577
2021,60,75,79,28382
2021,60,80,84,17001
2021,60,85,89,12639
2021,60,90,94,6405
2021,60,95,120,1779
2021,61,0,4,11771
2021,61,5,9,14206
2021,61,10,14,16246
2021,61,15,19,15642
2021,61,20,24,13330
2021,61,25,29,11881
2021,61,30,34,12489
2021,61,35,39,13748
2021,61,40,44,15137
2021,61,45,49,15540
2021,61,50,54,18298
2021,61,55,59,19060
2021,61,60,64,19558
2021,61,65,69,19688
2021,61,70,74,19462
2021,61,75,79,13843
2021,61,80,84,9321
2021,61,85,89,8137
2021,61,90,94,4079
2021,61,95,120,1436
2021,62,0,4,74769
2021,62,5,9,90479
2021,62,10,14,99073
2021,62,15,19,94793
2021,62,20,24,84219
2021,62,25,29,73401
2021,62,30,34,81933
2021,62,35,39,90423
2021,62,40,44,92246
2021,62,45,49,90508
2021,62,50,54,95623
2021,62,55,59,94036
2021,62,60,64,92681
2021,62,65,69,87666
2021,62,70,74,81620
2021,62,75,79,54681
2021,62,80,84,32518
2021,62,85,89,25860
2021,62,90,94,13560
2021,62,95,120,3845
2021,63,0,4,31270
2021,63,5,9,35310
2021,63,10,14,38911
2021,63,15,19,43321
2021,63,20,24,41883
2021,63,25,29,35947
2021,63,30,34,37900
2021,63,35,39,39444
2021,63,40,44,41460
2021,63,45,49,41379
2021,63,50,54,44521
2021,63,55,59,43038
2021,63,60,64,41927
2021,63,65,69,40746
2021,63,70,74,39842
2021,63,75,79,29667
2021,63,80,84,18939
2021,63,85,89,14059
2021,63,90,94,7384
2021,63,95,120,2169
2021,64,0,4,30859
2021,64,5,9,35252
2021,64,10,14,38812
2021,64,15,19,38935
2021,64,20,24,34534
2021,64,25,29,32046
2021,64,30,34,37040
2021,64,35,39,40275
2021,64,40,44,43683
2021,64,45,49,42995
2021,64,50,54,48241
2021,64,55,59,49080
2021,64,60,64,48079
2021,64,65,69,45410
2021,64,70,74,44683
2021,64,75,79,33854
2021,64,80,84,23677
2021,64,85,89,17762
2021,64,90,94,9734
2021,64,95,120,2948
2021,65,0,4,9205
2021,65,5,9,10946
2021,65,10,14,12195
2021,65,15,19,12766
2021,65,20,24,11548
2021,65,25,29,10151
2021,65,30,34,11515
2021,65,35,39,11926
2021,65,40,44,13059
2021,65,45,49,13432
2021,65,50,54,15654
2021,65,55,59,16567
2021,65,60,64,16909
2021,65,65,69,16819
2021,65,70,74,16331
2021,65,75,79,12011
2021,65,80,84,8324
2021,65,85,89,6442
2021,65,90,94,3655
2021,65,95,120,1128
2021,66,0,4,22071
2021,66,5,9,25758
2021,66,10,14,28890
2021,66,15,19,27228
2021,66,20,24,23519
2021,66,25,29,21090
2021,66,30,34,23419
2021,66,35,39,26346
2021,66,40,44,28879
2021,66,45,49,28957
2021,66,50,54,33070
2021,66,55,59,33921
2021,66,60,64,34132
2021,66,65,69,33679
2021,66,70,74,34030
2021,66,75,79,27171
2021,66,80,84,17492
2021,66,85,89,12494
2021,66,90,94,6558
2021,66,95,120,1890
2021,67,0,4,56887
2021,67,5,9,64346
2021,67,10,14,68933
2021,67,15,19,71866
2021,67,20,24,74362
2021,67,25,29,70840
2021,67,30,34,74176
2021,67,35,39,73442
2021,67,40,44,74965
2021,67,45,49,71285
2021,67,50,54,78980
2021,67,55,59,79960
2021,67,60,64,74148
2021,67,65,69,67805
2021,67,70,74,60411
2021,67,75,79,39596
2021,67,80,84,30975
2021,67,85,89,21608
2021,67,90,94,10571
2021,67,95,120,3266
2021,68,0,4,37348
2021,68,5,9,43557
2021,68,10,14,47511
2021,68,15,19,44491
2021,68,20,24,40925
2021,68,25,29,38693
2021,68,30,34,44565
2021,68,35,39,47311
2021,68,40,44,49079
2021,68,45,49,48766
2021,68,50,54,55066
2021,68,55,59,54932
2021,68,60,64,51218
2021,68,65,69,47605
2021,68,70,74,43196
2021,68,75,79,28907
2021,68,80,84,21858
2021,68,85,89,14914
2021,68,90,94,7267
2021,68,95,120,2022
2021,69,0,4,108968
2021,69,5,9,117000
2021,69,10,14,121912
2021,69,15,19,131233
2021,69,20,24,139159
2021,69,25,29,133651
2021,69,30,34,134024
2021,69,35,39,127782
2021,69,40,44,125255
2021,69,45,49,116204
2021,69,50,54,118050
2021,69,55,59,111403
2021,69,60,64,97726
2021,69,65,69,85979
2021,69,70,74,81899
2021,69,75,79,67164
2021,69,80,84,45534
2021,69,85,89,33300
2021,69,90,94,18335
2021,69,95,120,6436
2021,70,0,4,10253
2021,70,5,9,12949
2021,70,10,14,14535
2021,70,15,19,13900
2021,70,20,24,11058
2021,70,25,29,9736
2021,70,30,34,11553
2021,70,35,39,12777
2021,70,40,44,13993
2021,70,45,49,14540
2021,70,50,54,16710
2021,70,55,59,16538
2021,70,60,64,16435
2021,70,65,69,15905
2021,70,70,74,15502
2021,70,75,79,10908
2021,70,80,84,6771
2021,70,85,89,4864
2021,70,90,94,2221
2021,70,95,120,625
2021,71,0,4,23707
2021,71,5,9,28786
2021,71,10,14,32658
2021,71,15,19,30594
2021,71,20,24,25790
2021,71,25,29,22618
2021,71,30,34,26409
2021,71,35,39,29023
2021,71,40,44,31102
2021,71,45,49,32284
2021,71,50,54,37138
2021,71,55,59,38529
2021,71,60,64,38690
2021,71,65,69,38535
2021,71,70,74,38249
2021,71,75,79,29068
2021,71,80,84,19019
2021,71,85,89,14663
2021,71,90,94,8007
2021,71,95,120,2493
2021,72,0,4,28226
2021,72,5,9,33148
2021,72,10,14,36376
2021,72,15,19,36537
2021,72,20,24,31441
2021,72,25,29,27803
2021,72,30,34,29709
2021,72,35,39,30939
2021,72,40,44,33395
2021,72,45,49,34652
2021,72,50,54,37746
2021,72,55,59,37758
2021,72,60,64,36405
2021,72,65,69,35152
2021,72,70,74,33741
2021,72,75,79,24530
2021,72,80,84,16435
2021,72,85,89,13464
2021,72,90,94,7285
2021,72,95,120,2376
2021,73,0,4,22050
2021,73,5,9,25806
2021,73,10,14,27754
2021,73,15,19,26956
2021,73,20,24,22959
2021,73,25,29,22326
2021,73,30,34,25827
2021,73,35,39,28077
2021,73,40,44,29162
2021,73,45,49,28382
2021,73,50,54,31561
2021,73,55,59,30687
2021,73,60,64,29113
2021,73,65,69,26138
2021,73,70,74,25165
2021,73,75,79,18452
2021,73,80,84,12300
2021,73,85,89,8874
2021,73,90,94,4698
2021,73,95,120,1510
2021,74,0,4,49974
2021,74,5,9,54146
2021,74,10,14,56117
2021,74,15,19,50224
2021,74,20,24,42871
2021,74,25,29,47703
2021,74,30,34,59575
2021,74,35,39,62371
2021,74,40,44,61856
2021,74,45,49,58198
2021,74,50,54,59427
2021,74,55,59,57124
2021,74,60,64,48600
2021,74,65,69,41786
2021,74,70,74,39506
2021,74,75,79,30038
2021,74,80,84,19917
2021,74,85,89,13931
2021,74,90,94,6690
2021,74,95,120,2213
2021,75,0,4,95549
2021,75,5,9,87098
2021,75,10,14,94375
2021,75,15,19,110777
2021,75,20,24,157859
2021,75,25,29,192681
2021,75,30,34,196707
2021,75,35,39,151017
2021,75,40,44,136706
2021,75,45,49,131675
2021,75,50,54,131966
2021,75,55,59,126491
2021,75,60,64,111928
2021,75,65,69,97736
2021,75,70,74,94862
2021,75,75,79,76785
2021,75,80,84,49166
2021,75,85,89,32630
2021,75,90,94,18503
2021,75,95,120,8139
2021,76,0,4,66145
2021,76,5,9,73618
2021,76,10,14,78725
2021,76,15,19,80288
2021,76,20,24,77660
2021,76,25,29,70416
2021,76,30,34,74065
2021,76,35,39,76656
2021,76,40,44,76536
2021,76,45,49,72622
2021,76,50,54,79722
2021,76,55,59,79113
2021,76,60,64,77935
2021,76,65,69,74433
2021,76,70,74,70573
2021,76,75,79,51138
2021,76,80,84,32311
2021,76,85,89,25201
2021,76,90,94,13104
2021,76,95,120,3943
2021,77,0,4,87328
2021,77,5,9,97870
2021,77,10,14,104234
2021,77,15,19,98889
2021,77,20,24,89943
2021,77,25,29,81737
2021,77,30,34,92362
2021,77,35,39,97761
2021,77,40,44,99802
2021,77,45,49,95564
2021,77,50,54,98940
2021,77,55,59,92539
2021,77,60,64,81225
2021,77,65,69,69025
2021,77,70,74,61724
2021,77,75,79,44073
2021,77,80,84,27356
2021,77,85,89,19510
2021,77,90,94,10069
2021,77,95,120,2824
2021,78,0,4,87306
2021,78,5,9,97257
2021,78,10,14,102895
2021,78,15,19,97477
2021,78,20,24,84854
2021,78,25,29,78893
2021,78,30,34,87620
2021,78,35,39,94052
2021,78,40,44,98652
2021,78,45,49,100347
2021,78,50,54,100517
2021,78,55,59,95209
2021,78,60,64,81408
2021,78,65,69,67890
2021,78,70,74,62678
2021,78,75,79,49999
2021,78,80,84,33699
2021,78,85,89,24258
2021,78,90,94,12498
2021,78,95,120,4015
2021,79,0,4,16794
2021,79,5,9,20522
2021,79,10,14,24021
2021,79,15,19,22411
2021,79,20,24,17742
2021,79,25,29,16457
2021,79,30,34,18545
2021,79,35,39,20866
2021,79,40,44,22825
2021,79,45,49,23791
2021,79,50,54,25975
2021,79,55,59,26253
2021,79,60,64,26123
2021,79,65,69,24442
2021,79,70,74,23388
2021,79,75,79,16752
2021,79,80,84,11462
2021,79,85,89,9279
2021,79,90,94,4728
2021,79,95,120,1523
2021,80,0,4,26556
2021,80,5,9,31360
2021,80,10,14,35480
2021,80,15,19,38654
2021,80,20,24,37309
2021,80,25,29,31337
2021,80,30,34,31833
2021,80,35,39,33296
2021,80,40,44,34186
2021,80,45,49,34244
2021,80,50,54,37248
2021,80,55,59,36116
2021,80,60,64,34603
2021,80,65,69,33615
2021,80,70,74,32765
2021,80,75,79,23109
2021,80,80,84,14211
2021,80,85,89,10833
2021,80,90,94,5533
2021,80,95,120,1779
2021,81,0,4,17076
2021,81,5,9,20545
2021,81,10,14,23599
2021,81,15,19,22528
2021,81,20,24,19002
2021,81,25,29,16754
2021,81,30,34,18809
2021,81,35,39,20942
2021,81,40,44,23582
2021,81,45,49,24273
2021,81,50,54,26849
2021,81,55,59,27723
2021,81,60,64,27532
2021,81,65,69,26412
2021,81,70,74,25869
2021,81,75,79,19902
2021,81,80,84,13385
2021,81,85,89,11186
2021,81,90,94,6658
2021,81,95,120,1920
2021,82,0,4,12802
2021,82,5,9,15584
2021,82,10,14,18195
2021,82,15,19,16324
2021,82,20,24,12940
2021,82,25,29,11292
2021,82,30,34,13746
2021,82,35,39,15187
2021,82,40,44,17221
2021,82,45,49,17635
2021,82,50,54,18143
2021,82,55,59,17884
2021,82,60,64,17465
2021,82,65,69,16536
2021,82,70,74,15875
2021,82,75,79,11476
2021,82,80,84,7501
2021,82,85,89,5892
2021,82,90,94,3155
2021,82,95,120,1186
2021,83,0,4,49855
2021,83,5,9,56411
2021,83,10,14,61294
2021,83,15,19,57821
2021,83,20,24,53481
2021,83,25,29,49018
2021,83,30,34,57352
2021,83,35,39,63093
2021,83,40,44,65415
2021,83,45,49,64976
2021,83,50,54,73573
2021,83,55,59,76234
2021,83,60,64,75286
2021,83,65,69,75095
2021,83,70,74,74437
2021,83,75,79,63723
2021,83,80,84,42926
2021,83,85,89,29659
2021,83,90,94,15673
2021,83,95,120,4938
2021,84,0,4,29263
2021,84,5,9,33154
2021,84,10,14,35734
2021,84,15,19,32788
2021,84,20,24,27217
2021,84,25,29,26394
2021,84,30,34,30868
2021,84,35,39,33150
2021,84,40,44,35054
2021,84,45,49,33607
2021,84,50,54,37608
2021,84,55,59,38992
2021,84,60,64,36619
2021,84,65,69,34807
2021,84,70,74,33588
2021,84,75,79,26640
2021,84,80,84,17363
2021,84,85,89,12404
2021,84,90,94,6579
2021,84,95,120,1960
2021,85,0,4,31460
2021,85,5,9,38154
2021,85,10,14,44410
2021,85,15,19,42356
2021,85,20,24,32416
2021,85,25,29,29667
2021,85,30,34,33919
2021,85,35,39,38430
2021,85,40,44,43925
2021,85,45,49,43978
2021,85,50,54,46347
2021,85,55,59,46450
2021,85,60,64,49012
2021,85,65,69,49883
2021,85,70,74,50102
2021,85,75,79,35860
2021,85,80,84,22869
2021,85,85,89,18080
2021,85,90,94,9082
2021,85,95,120,2874
2021,86,0,4,20647
2021,86,5,9,24070
2021,86,10,14,26779
2021,86,15,19,29290
2021,86,20,24,29689
2021,86,25,29,24747
2021,86,30,34,23634
2021,86,35,39,25137
2021,86,40,44,26105
2021,86,45,49,26407
2021,86,50,54,28052
2021,86,55,59,27440
2021,86,60,64,27418
2021,86,65,69,27263
2021,86,70,74,25566
2021,86,75,79,18490
2021,86,80,84,12671
2021,86,85,89,10365
2021,86,90,94,5719
2021,86,95,120,2045
2021,87,0,4,16180
2021,87,5,9,18148
2021,87,10,14,20376
2021,87,15,19,22055
2021,87,20,24,21954
2021,87,25,29,18922
2021,87,30,34,18853
2021,87,35,39,19836
2021,87,40,44,21066
2021,87,45,49,21854
2021,87,50,54,24636
2021,87,55,59,24789
2021,87,60,64,24615
2021,87,65,69,24418
2021,87,70,74,25202
2021,87,75,79,18512
2021,87,80,84,11860
2021,87,85,89,9588
2021,87,90,94,5313
2021,87,95,120,1936
2021,88,0,4,15420
2021,88,5,9,18244
2021,88,10,14,20727
2021,88,15,19,20221
2021,88,20,24,17213
2021,88,25,29,16056
2021,88,30,34,17761
2021,88,35,39,19160
2021,88,40,44,20662
2021,88,45,49,20955
2021,88,50,54,24195
2021,88,55,59,26100
2021,88,60,64,26153
2021,88,65,69,25394
2021,88,70,74,24596
2021,88,75,79,17202
2021,88,80,84,11205
2021,88,85,89,8721
2021,88,90,94,4553
2021,88,95,120,1346
2021,89,0,4,15300
2021,89,5,9,18135
2021,89,10,14,20254
2021,89,15,19,18719
2021,89,20,24,14723
2021,89,25,29,13839
2021,89,30,34,16898
2021,89,35,39,18267
2021,89,40,44,19469
2021,89,45,49,19967
2021,89,50,54,22740
2021,89,55,59,22931
2021,89,60,64,22522
2021,89,65,69,22493
2021,89,70,74,22679
2021,89,75,79,16029
2021,89,80,84,10230
2021,89,85,89,8270
2021,89,90,94,4400
2021,89,95,120,1456
2021,90,0,4,6436
2021,90,5,9,7451
2021,90,10,14,8633
2021,90,15,19,9159
2021,90,20,24,8526
2021,90,25,29,7073
2021,90,30,34,7649
2021,90,35,39,8037
2021,90,40,44,8336
2021,90,45,49,8469
2021,90,50,54,9570
2021,90,55,59,9269
2021,90,60,64,8682
2021,90,65,69,7905
2021,90,70,74,7752
2021,90,75,79,5559
2021,90,80,84,3634
2021,90,85,89,2854
2021,90,90,94,1395
2021,90,95,120,502
2021,91,0,4,83532
2021,91,5,9,88751
2021,91,10,14,92365
2021,91,15,19,87572
2021,91,20,24,84705
2021,91,25,29,79439
2021,91,30,34,85246
2021,91,35,39,86123
2021,91,40,44,86513
2021,91,45,49,86362
2021,91,50,54,87354
2021,91,55,59,82975
2021,91,60,64,72614
2021,91,65,69,59038
2021,91,70,74,52038
2021,91,75,79,40222
2021,91,80,84,27132
2021,91,85,89,20238
2021,91,90,94,10522
2021,91,95,120,3312
2021,92,0,4,96068
2021,92,5,9,99215
2021,92,10,14,100561
2021,92,15,19,99438
2021,92,20,24,105329
2021,92,25,29,111943
2021,92,30,34,121198
2021,92,35,39,120303
2021,92,40,44,116808
2021,92,45,49,111899
2021,92,50,54,108100
2021,92,55,59,102457
2021,92,60,64,86369
2021,92,65,69,70172
2021,92,70,74,64125
2021,92,75,79,50379
2021,92,80,84,33832
2021,92,85,89,24908
2021,92,90,94,13726
2021,92,95,120,5172
2021,93,0,4,118700
2021,93,5,9,123511
2021,93,10,14,122909
2021,93,15,19,116170
2021,93,20,24,113532
2021,93,25,29,111581
2021,93,30,34,124696
2021,93,35,39,125082
2021,93,40,44,120590
2021,93,45,49,110250
2021,93,50,54,103379
2021,93,55,59,95301
2021,93,60,64,80973
2021,93,65,69,68424
2021,93,70,74,57012
2021,93,75,79,38188
2021,93,80,84,23831
2021,93,85,89,17143
2021,93,90,94,8680
2021,93,95,120,2854
2021,94,0,4,86829
2021,94,5,9,89677
2021,94,10,14,91546
2021,94,15,19,89771
2021,94,20,24,96512
2021,94,25,29,96965
2021,94,30,34,102791
2021,94,35,39,100240
2021,94,40,44,96785
2021,94,45,49,93093
2021,94,50,54,92058
2021,94,55,59,88090
2021,94,60,64,77544
2021,94,65,69,63412
2021,94,70,74,54915
2021,94,75,79,42274
2021,94,80,84,27916
2021,94,85,89,20695
2021,94,90,94,11434
2021,94,95,120,4201
2021,95,0,4,87631
2021,95,5,9,90781
2021,95,10,14,93877
2021,95,15,19,87425
2021,95,20,24,81496
2021,95,25,29,75784
2021,95,30,34,83728
2021,95,35,39,88755
2021,95,40,44,87678
2021,95,45,49,82650
2021,95,50,54,80123
2021,95,55,59,77204
2021,95,60,64,68874
2021,95,65,69,57112
2021,95,70,74,49624
2021,95,75,79,34316
2021,95,80,84,21465
2021,95,85,89,15292
2021,95,90,94,7781
2021,95,95,120,2778
2021,France métropolitaine ,0,4,3354800
2021,France métropolitaine ,5,9,3787984
2021,France métropolitaine ,10,14,4101914
2021,France métropolitaine ,15,19,4073911
2021,France métropolitaine ,20,24,3846075
2021,France métropolitaine ,25,29,3602869
2021,France métropolitaine ,30,34,3910260
2021,France métropolitaine ,35,39,4048543
2021,France métropolitaine ,40,44,4165930
2021,France métropolitaine ,45,49,4080777
2021,France métropolitaine ,50,54,4359251
